ein,plan_name,fund_type,num_participants,num_managers,total_fees,top_manager_concentration,fee_percentile,total_shared_managers,betweenness_score,community_concentration,same_parent_fee_ratio,in_circular_pattern,risk_score,has_manager_data,label
463799394,"MINDCARE SOLUTIONS GROUP, INC. HEALTH AND WELFARE PLANS",Multi Employer,126.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
621749417,"TENNESSEE TRACTOR, LLC SECTION 125 FLEXIBLE BENEFITS PLAN",Multi Employer,112.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
825278759,"TOLEDO DRYER VENT, INC. 401(K) PLAN",Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
825298472,"WTR ENTERPRISE, INC. 401(K) PLAN",Multi Employer,17.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
874242776,WHITE FEATHER CORP. 401(K) PLAN,Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
475575982,LOBERG & LOBERG MONEY PURCHASE PLAN,Multi Employer,9.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
882096469,THIRSTY WOLF INC. RETIREMENT PLAN,Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
833119016,FELLOW TRAVELERS HEALTH & WELFARE PLAN,Multiple Employer,26.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
992583494,SUGAR CONFETTI LASHES INC. RETIREMENT PLAN,Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
331842629,GSC GINGER SPICE CREATIONS INC. RETIREMENT PLAN,Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
813302125,STRATEGIC GLOBAL ADVISORS COLLECTIVE INVESTMENT TRUST,DFE,,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
262447110,WESTWOOD MULTIPLE INVESTMENT TRUST,DFE,,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
454594953,PALISADE CAPITAL MASTER COLLECTIVE INVESTMENT TRUST,DFE,,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
251719434,CEI MEDICAL PLAN,Multi Employer,209.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
873825824,"FIJI FITNESS, INC. 401(K) PLAN",Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
311160046,"LYON VIDEO, INC. EMPLOYEE STOCK OWNERSHIP PLAN",Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
362989662,INTERNATIONAL SHIPHOLDING CORPORATION RETIREMENT PLAN,Multi Employer,0.0,4.0,176437.0,0.5398640874646474,0.9156626506024096,1.1111111111111112e+45,883.3697557344611,0.3333333333333333,0.2349280479717973,0,2,1,1
942169389,ASSOCIATED FEED & SUPPLY WELFARE BENEFIT PLAN,Multi Employer,154.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
203602788,TRANS CORPORATION 401(K) PLAN,Multi Employer,17.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
475438043,SUMMIT AVE. SERVICES INCORPORATED 401(K) PROFIT SHARING PLAN,Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
621308417,BRADLEY COUNTY FINANCIAL CORPORATION 401(K) PLAN,Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
473807885,"WICKWIRE BUSINESS SERVICES, INC. RETIREMENT PLAN",Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
834046428,KIND ENTERPRISES INC. RETIREMENT PLAN,Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
420885471,"GEATER MACHINING & MANUFACTURING CO., INC. RETIREMENT SAVINGS PLAN",Multi Employer,0.0,3.0,38949.0,0.5077408919356081,0.636144578313253,121.0,0.0,0.5,0.0,0,1,1,1
881466537,DIVERSIFIED MEDBILL PLUS INC. RETIREMENT PLAN,Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
272260266,"MCGEE MOTORS, INC. PROFIT SHARING PLAN",Multi Employer,3.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
921314683,SKY RIVER ENDEAVORS INC. RETIREMENT PLAN,Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
341848737,RIFFLE MACHINE WORKS BENEFIT PLAN,Multi Employer,204.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
584667238,H. FLORES ALMODOVAR RETIREMENT PLAN,Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
431302908,NODAWAY VALLEY BANK FLEXIBLE BENEFITS PLAN,Multi Employer,159.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
475280979,BARED MONKEY INC 401K PLAN,Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
474773249,"RLT, INC 401(K) PLAN",Multi Employer,5.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
992923038,"BRADY MARTZ & ASSOCIATES, PC HEALTH AND WELFARE BENEFIT PLAN",Multi Employer,375.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
933104940,CLEAN HOME LIVING RETIREMENT PLAN,Multi Employer,5.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
473099210,OJO LABS 401(K) PLAN,Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
822480593,EVEREST BUSINESS CONNECTIONS CORP. RETIREMENT PLAN,Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
814346489,"SKYBREEZE, INC. 401(K) PROFIT SHARING PLAN",Multi Employer,3.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
994951212,ALMEZY VENTURES INC. RETIREMENT PLAN,Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
582121727,MANUEL COLON GARCIA DE LA NOCEDA RETIREMENT PLAN,Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
814827624,OISHII WELFARE BENEFIT PLAN,Multi Employer,198.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
464439683,"SPARKLE CITY LAUNDROMAT, INC. RETIREMENT PLAN",Multi Employer,4.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
334646477,IOK PARTNERS INC 401(K) PLAN,Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
270432198,GCGU INC. PROFIT SHARING PLAN,Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
861642480,"KOENIG HOLDINGS, INC. RETIREMENT PLAN",Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
465230603,MAKE INC. RETIREMENT PLAN,Multi Employer,8.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
883719974,CHICARELLI PRODUCTIONS INC. 401K PROFIT SHARING PLAN,Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
611778735,MATCH POINT INC. RETIREMENT PLAN,Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
264020955,RTW SERVICES RETIREMENT PLAN,Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
332139573,PROXCESS RECRUITING INC. RETIREMENT PLAN,Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
272026253,CEDAR HOUSE ON SOUND INC. RETIREMENT PLAN,Multi Employer,5.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
901007938,DERMATOLOGY SOLUTIONS GROUP DENTAL PLAN,Multi Employer,192.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
43028678,"BETTER COMMUNITY LIVING, INC. 401(K) PLAN",Multi Employer,286.0,2.0,7060.0,0.728328611898017,0.27951807228915665,21.0,0.0,1.0,1.0,0,7,1,0
200108244,"SPERIDIAN TECHNOLOGIES, LLC INSURED BENEFITS PLAN",Multi Employer,340.0,1.0,616942.0,1.0,0.983132530120482,11111.0,0.0,1.0,1.0,0,8,1,0
272182377,MAPACA CORP. PROFIT SHARING PLAN,Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
843090009,JBW FITNESS INC. RETIREMENT PLAN,Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
223773443,GIRLS ON THE RUN NEW JERSEY EAST INC 403(B) PLAN,Multi Employer,4.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
953957124,"JEFFREY E. DONFELD, A PROFESSIONAL CORP. 401(K) PROFIT SHARING PLAN",Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
352125376,ALLIED SOLUTIONS LLC GROUP BENEFIT PLAN,Multi Employer,1654.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
50319644,MAHR INC. WELFARE WRAP PLAN,Multi Employer,146.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
383341253,J. RETTENMAIER USA LP HEALTH AND WELFARE BENEFITS PLAN,Multi Employer,371.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
753167181,"MARIA T. HOANG, DDS PC 401K",Multi Employer,3.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
873149787,"PRODUCTO HOLDINGS, LLC",Multi Employer,135.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
472238002,DOOR CONTROLS USA BENEFITS PLAN,Multi Employer,247.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
882961674,"MAHANEY, A TECTA AMERICA COMPANY, LLC. EMPLOYEE MEDICAL PLAN",Multi Employer,115.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
510304364,HEROUX CORP. GROUP HEALTH PLAN,Multi Employer,332.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
362595957,"VOLVO SALES AND SERVICE, INC. GROUP HEALTH INSURANCE PLAN",Multi Employer,366.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
263716252,PERFORMANCE POINT EMPLOYEE BENEFITS PLAN,Multi Employer,99.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
825075082,COMIN 1ST DEVELOPMENT INC. RETIREMENT PLAN,Multi Employer,13.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
821512790,MONT BELVIEU 401(K) PLAN,Multi Employer,0.0,1.0,9128.0,1.0,0.3156626506024096,11111111.0,0.0,1.0,1.0,0,7,1,0
592760678,RICHARD L WALER JR CPA PA PROFIT SHARING PLAN AND TRUST,Multi Employer,5.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
472271996,"SIGNATURE STAFFING, LLC WRAP PLAN",Multi Employer,,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
860137291,"LAMB CHEVROLET, INC. 401K PROFIT SHARING PLAN",Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
863239504,DURNEY ENTERPRISES INCORPORATED 401(K) PROFIT SHARING PLAN,Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
431201439,"MERAVIC, INC. EMPLOYEE STOCK OWNERSHIP PLAN",Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
111992329,HYGRADE METAL MOULDING MANUFACTURING CORP. EMPLOYEE BENEFIT PLAN,Multi Employer,87.0,3.0,42749.0,0.744227935156378,0.6602409638554216,1.1212221131112212e+39,0.0,1.0,0.7481549167076685,0,6,1,0
202905208,"HB PERFORMANCE SYSTEMS, INC. HEALTH AND WELFARE BENEFIT PLAN",Multi Employer,160.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
874538653,JENSEN MECHANICAL LLC DBA AUTOMOTIVE RESOURCES 401K PLAN,Multi Employer,6.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
453329260,GKC INC. 401(K) PLAN,Multi Employer,5.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
331098818,ROOTS TO WINGS THORNTON 401(K) RETIREMENT BENEFIT PLAN,Multi Employer,75.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
820729131,SKYLINE SPORT AERO RETIREMENT PLAN,Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
741233796,SOUTHWESTERN UNIVERSITY HEALTH AND LIFE INSURANCE PLAN,Multi Employer,287.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
852783885,"MYSHOCK HOLDINGS, INC. 401K PROFIT SHARING PLAN",Multi Employer,4.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
30305008,UPPER VALLEY SERVICES HEALTH AND WELFARE PLAN,Multi Employer,169.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
384204502,"DUDLEY HOLDINGS, INC. 401K PROFIT SHARING PLAN",Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
473173095,JIMMY O'S TOOL SLED RETIREMENT PLAN,Multi Employer,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
912092866,CENTURY 21 A PROPERTY SHOPPE PROFIT SHARING PLAN,Multi Employer,4.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
841476508,FOUR STAR DRYWALL EMPLOYEE BENEFITS PLAN,Multi Employer,38.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
621657685,FINANCIAL CONSULTING GROUP 401(K) PROFIT SHARING PLAN,Multi Employer,3.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
821739851,"PROVIDENCE SERVICES, INC. 401(K) PLAN",Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
824161876,NOOR FAMILY DENTISTRY 401K PLAN,Multi Employer,6.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
845039826,APISREGINA INC. RETIREMENT PLAN,Multi Employer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
205094703,"VICTORY THB SMALLCAP FUND, LLC",DFE,,3.0,218987.0,0.6552763406046934,0.9325301204819277,0.0,0.0,1.0,0.0,0,2,1,1
942837630,"STAR ELEVATOR, INC. 401(K) SAVINGS AND PROFIT SHARING PLAN",Multi Employer,78.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
200991676,ILLINOIS CENTRAL SCHOOL BUS HEALTH AND WELFARE PLAN,Multi Employer,1769.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
383836804,LEAN TECHNIQUES,Multi Employer,135.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
832777164,FIRST BREW FM INC. RETIREMENT PLAN,Multi Employer,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
332559539,"SARAH FARMS, LLC",Multi Employer,174.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
770358223,DANIEL C. SALAS HARVESTING,Multi Employer,189.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
562819731,"RMT CONTRACTING, INC",Multi Employer,313.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0,0,0,-1
